rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,skin_tone,eye_color,skin_type,hair_color,product_id,brand_name,price_usd
3,0.0,0.846153975,13.0,1.0986122886681098,2.4849066497880004,light,green,combination,brunette,P481817,Caudalie,49.0
1,0.0,0.25,4.0,1.3862943611198906,0.6931471805599453,light,brown,dry,brunette,P481817,Caudalie,49.0
1,1.0,0.333332986,6.0,1.6094379124341003,1.0986122886681098,light,brown,combination,blonde,P481817,Caudalie,49.0
1,1.0,0.727272987,11.0,1.3862943611198906,2.1972245773362196,light,brown,combination,blonde,P481817,Caudalie,49.0
4,1.0,0.333332986,12.0,2.1972245773362196,1.6094379124341003,light,brown,combination,blonde,P481817,Caudalie,49.0
1,1.0,0.200000003,10.0,2.1972245773362196,1.0986122886681098,light,brown,combination,blonde,P481817,Caudalie,49.0
2,1.0,0.200000003,5.0,1.6094379124341003,0.6931471805599453,light,brown,combination,blonde,P481817,Caudalie,49.0
5,1.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,deep,brown,normal,blonde,P481817,Caudalie,49.0
5,1.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,fair,hazel,normal,black,P458219,Glow Recipe,34.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,green,combination,blonde,P458219,Glow Recipe,34.0
1,0.0,0.25,4.0,1.3862943611198906,0.6931471805599453,lightMedium,brown,dry,black,P458219,Glow Recipe,34.0
4,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,blue,combination,brown,P458219,Glow Recipe,34.0
3,0.0,0.5,4.0,1.0986122886681098,1.0986122886681098,lightMedium,green,combination,brown,P458219,Glow Recipe,34.0
4,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,fair,Grey,normal,brown,P458219,Glow Recipe,34.0
5,1.0,1.0,5.0,0.0,1.791759469228055,light,brown,dry,blonde,P458219,Glow Recipe,34.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,fair,Grey,combination,brown,P458219,Glow Recipe,34.0
4,1.0,0.5,6.0,1.3862943611198906,1.3862943611198906,lightMedium,brown,combination,brown,P458219,Glow Recipe,34.0
3,0.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,fairLight,green,dry,auburn,P458219,Glow Recipe,34.0
3,0.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,lightMedium,hazel,combination,brown,P458219,Glow Recipe,34.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,lightMedium,brown,combination,black,P458219,Glow Recipe,34.0
5,1.0,1.0,8.0,0.0,2.1972245773362196,lightMedium,brown,oily,brown,P458219,Glow Recipe,34.0
3,0.0,0.285714,7.0,1.791759469228055,1.0986122886681098,fair,brown,dry,black,P458219,Glow Recipe,34.0
2,0.0,0.923076987,13.0,0.6931471805599453,2.5649493574615367,light,green,oily,auburn,P458219,Glow Recipe,34.0
5,1.0,0.666666985,6.0,1.0986122886681098,1.6094379124341003,fair,blue,combination,black,P458219,Glow Recipe,34.0
1,0.0,0.404762,42.0,3.258096538021482,2.8903717578961645,lightMedium,green,dry,brown,P458219,Glow Recipe,34.0
4,1.0,1.0,4.0,0.0,1.6094379124341003,fair,brown,combination,brown,P458219,Glow Recipe,34.0
2,0.0,0.846153975,13.0,1.0986122886681098,2.4849066497880004,tan,brown,oily,brown,P458219,Glow Recipe,34.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,blue,combination,blonde,P458219,Glow Recipe,34.0
5,1.0,1.0,15.0,0.0,2.772588722239781,fair,blue,combination,blonde,P458219,Glow Recipe,34.0
5,1.0,0.867924988,53.0,2.0794415416798357,3.8501476017100584,mediumTan,brown,oily,black,P458219,Glow Recipe,34.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,mediumTan,brown,dry,brown,P467762,Glow Recipe,15.0
5,1.0,0.777778029,9.0,1.0986122886681098,2.0794415416798357,light,brown,normal,auburn,P467762,Glow Recipe,15.0
5,1.0,1.0,14.0,0.0,2.70805020110221,fair,brown,dry,brown,P467762,Glow Recipe,15.0
3,0.0,1.0,5.0,0.0,1.791759469228055,lightMedium,brown,oily,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,mediumTan,brown,combination,black,P467762,Glow Recipe,15.0
5,1.0,0.200000003,20.0,2.833213344056216,1.6094379124341003,light,hazel,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,medium,brown,combination,black,P467762,Glow Recipe,15.0
4,1.0,1.0,4.0,0.0,1.6094379124341003,light,blue,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,5.0,0.0,1.791759469228055,lightMedium,green,normal,brown,P467762,Glow Recipe,15.0
4,1.0,1.0,4.0,0.0,1.6094379124341003,lightMedium,brown,oily,brown,P467762,Glow Recipe,15.0
4,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,lightMedium,brown,combination,black,P467762,Glow Recipe,15.0
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,green,combination,brown,P467762,Glow Recipe,15.0
3,0.0,1.0,7.0,0.0,2.0794415416798357,fairLight,hazel,dry,brown,P467762,Glow Recipe,15.0
2,0.0,1.0,4.0,0.0,1.6094379124341003,fair,hazel,combination,brown,P467762,Glow Recipe,15.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,fairLight,blue,combination,blonde,P467762,Glow Recipe,15.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,brown,combination,blonde,P467762,Glow Recipe,15.0
5,1.0,0.818181992,11.0,1.0986122886681098,2.302585092994046,fair,blue,oily,brown,P467762,Glow Recipe,15.0
3,0.0,0.877192974,57.0,2.0794415416798357,3.9318256327243257,light,brown,normal,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,light,blue,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,10.0,0.0,2.3978952727983707,fair,hazel,dry,blonde,P467762,Glow Recipe,15.0
1,0.0,0.800000012,10.0,1.0986122886681098,2.1972245773362196,light,brown,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,brown,oily,blonde,P467762,Glow Recipe,15.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,lightMedium,blue,combination,blonde,P467762,Glow Recipe,15.0
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,brown,combination,brown,P467762,Glow Recipe,15.0
1,0.0,0.720000029,25.0,2.0794415416798357,2.9444389791664403,light,brown,combination,brown,P467762,Glow Recipe,15.0
5,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,light,hazel,dry,brown,P467762,Glow Recipe,15.0
1,0.0,0.5,14.0,2.0794415416798357,2.0794415416798357,lightMedium,brown,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,9.0,0.0,2.302585092994046,tan,brown,oily,brown,P467762,Glow Recipe,15.0
1,0.0,0.545454979,11.0,1.791759469228055,1.9459101490553132,lightMedium,blue,dry,brown,P467762,Glow Recipe,15.0
1,0.0,0.205881998,34.0,3.332204510175204,2.0794415416798357,fair,brown,oily,brown,P467762,Glow Recipe,15.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fairLight,blue,combination,red,P467762,Glow Recipe,15.0
5,1.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,fair,brown,combination,brown,P467762,Glow Recipe,15.0
4,1.0,1.0,4.0,0.0,1.6094379124341003,mediumTan,brown,dry,brown,P467762,Glow Recipe,15.0
5,1.0,0.875,8.0,0.6931471805599453,2.0794415416798357,medium,green,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,green,oily,brown,P467762,Glow Recipe,15.0
3,0.0,0.875,8.0,0.6931471805599453,2.0794415416798357,light,hazel,combination,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,brown,oily,brown,P467762,Glow Recipe,15.0
5,1.0,0.800000012,15.0,1.3862943611198906,2.5649493574615367,light,brown,dry,brown,P467762,Glow Recipe,15.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,brown,combination,brown,P297516,Origins,27.0
2,0.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,light,blue,dry,blonde,P297516,Origins,27.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,blue,combination,blonde,P297516,Origins,27.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,fair,brown,combination,blonde,P297516,Origins,27.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,light,brown,combination,brown,P297516,Origins,27.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,brown,combination,brown,P297516,Origins,27.0
5,1.0,1.0,5.0,0.0,1.791759469228055,light,brown,dry,brown,P297516,Origins,27.0
5,1.0,1.0,5.0,0.0,1.791759469228055,light,brown,normal,brown,P297516,Origins,27.0
5,1.0,1.0,9.0,0.0,2.302585092994046,light,brown,dry,brown,P297516,Origins,27.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,brown,combination,brown,P297516,Origins,27.0
2,0.0,1.0,8.0,0.0,2.1972245773362196,lightMedium,brown,combination,black,P454380,Supergoop!,48.0
4,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,medium,brown,dry,brown,P454380,Supergoop!,48.0
5,1.0,0.0,4.0,1.6094379124341003,0.0,medium,brown,combination,brown,P454380,Supergoop!,48.0
1,0.0,0.428570986,14.0,2.1972245773362196,1.9459101490553132,light,brown,oily,black,P454380,Supergoop!,48.0
1,0.0,0.444444001,9.0,1.791759469228055,1.6094379124341003,light,hazel,oily,blonde,P454380,Supergoop!,48.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,fair,blue,normal,brown,P454380,Supergoop!,48.0
2,0.0,1.0,8.0,0.0,2.1972245773362196,medium,blue,dry,blonde,P454380,Supergoop!,48.0
5,1.0,0.955695987,113.72000000000116,2.0794415416798357,5.0238805208462765,light,green,normal,brown,P454380,Supergoop!,48.0
2,0.0,0.823529005,17.0,1.3862943611198906,2.70805020110221,fairLight,blue,oily,auburn,P454380,Supergoop!,48.0
5,1.0,0.957143009,70.0,1.3862943611198906,4.219507705176107,rich,brown,oily,black,P454380,Supergoop!,48.0
5,1.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,fair,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,light,blue,normal,blonde,P454380,Supergoop!,48.0
4,1.0,0.875,8.0,0.6931471805599453,2.0794415416798357,lightMedium,brown,combination,black,P454380,Supergoop!,48.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,fair,hazel,dry,auburn,P454380,Supergoop!,48.0
4,1.0,1.0,6.0,0.0,1.9459101490553132,light,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,20.0,0.0,3.044522437723423,light,hazel,combination,brown,P454380,Supergoop!,48.0
1,0.0,0.408163011,49.0,3.4011973816621555,3.044522437723423,medium,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,brown,combination,brown,P454380,Supergoop!,48.0
4,1.0,1.0,9.0,0.0,2.302585092994046,medium,green,combination,blonde,P454380,Supergoop!,48.0
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,hazel,dry,brown,P454380,Supergoop!,48.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,fair,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,8.0,0.0,2.1972245773362196,lightMedium,brown,oily,brown,P454380,Supergoop!,48.0
5,1.0,0.200000003,5.0,1.6094379124341003,0.6931471805599453,fair,hazel,combination,brown,P454380,Supergoop!,48.0
3,0.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,medium,green,combination,brown,P454380,Supergoop!,48.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fairLight,green,normal,red,P454380,Supergoop!,48.0
5,1.0,0.916666985,12.0,0.6931471805599453,2.4849066497880004,light,green,oily,blonde,P454380,Supergoop!,48.0
5,1.0,1.0,9.0,0.0,2.302585092994046,deep,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,16.0,0.0,2.833213344056216,deep,brown,dry,black,P454380,Supergoop!,48.0
2,0.0,0.400000006,5.0,1.3862943611198906,1.0986122886681098,light,brown,normal,brown,P454380,Supergoop!,48.0
5,1.0,0.949999988,20.0,0.6931471805599453,2.995732273553991,deep,brown,dry,black,P454380,Supergoop!,48.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,hazel,normal,blonde,P454380,Supergoop!,48.0
1,0.0,1.0,4.0,0.0,1.6094379124341003,light,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,lightMedium,brown,oily,black,P454380,Supergoop!,48.0
1,0.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,medium,brown,combination,black,P454380,Supergoop!,48.0
1,0.0,0.529411972,17.0,2.1972245773362196,2.302585092994046,fairLight,hazel,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,16.0,0.0,2.833213344056216,deep,brown,oily,black,P454380,Supergoop!,48.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,lightMedium,brown,combination,brown,P454380,Supergoop!,48.0
4,1.0,0.96875,32.0,0.6931471805599453,3.4657359027997265,light,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,0.958333015,24.0,0.6931471805599453,3.1780538303479458,medium,brown,combination,brown,P454380,Supergoop!,48.0
5,1.0,1.0,15.0,0.0,2.772588722239781,light,Grey,combination,blonde,P454380,Supergoop!,48.0
3,0.0,0.879310012,58.0,2.0794415416798357,3.9512437185814275,light,brown,oily,black,P454380,Supergoop!,48.0
5,1.0,0.928570986,14.0,0.6931471805599453,2.6390573296152584,fair,brown,dry,gray,P454380,Supergoop!,48.0
5,1.0,0.888429999,113.72000000000116,3.332204510175204,5.375278407684165,tan,brown,combination,brown,P454380,Supergoop!,48.0
4,1.0,0.75,8.0,1.0986122886681098,1.9459101490553132,fair,hazel,combination,brown,P470255,Supergoop!,22.0
4,1.0,1.0,4.0,0.0,1.6094379124341003,fair,brown,combination,blonde,P470255,Supergoop!,22.0
2,0.0,0.166666999,6.0,1.791759469228055,0.6931471805599453,light,brown,combination,red,P470255,Supergoop!,22.0
3,0.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,fairLight,blue,combination,blonde,P470255,Supergoop!,22.0
5,1.0,1.0,5.0,0.0,1.791759469228055,medium,brown,combination,black,P470255,Supergoop!,22.0
5,1.0,1.0,14.0,0.0,2.70805020110221,tan,brown,oily,black,P470255,Supergoop!,22.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,fair,Grey,combination,brown,P470255,Supergoop!,22.0
4,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,tan,brown,combination,black,P470255,Supergoop!,22.0
3,1.0,0.0,6.0,1.9459101490553132,0.0,fair,green,combination,blonde,P470255,Supergoop!,22.0
1,0.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,light,green,combination,brown,P470255,Supergoop!,22.0
3,0.0,1.0,5.0,0.0,1.791759469228055,lightMedium,brown,normal,brown,P470255,Supergoop!,22.0
3,0.0,0.227273002,22.0,2.8903717578961645,1.791759469228055,light,blue,combination,brown,P470255,Supergoop!,22.0
1,0.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,lightMedium,green,oily,brown,P470255,Supergoop!,22.0
2,0.0,0.666666985,9.0,1.3862943611198906,1.9459101490553132,light,brown,combination,blonde,P470255,Supergoop!,22.0
3,1.0,1.0,4.0,0.0,1.6094379124341003,mediumTan,brown,dry,black,P470255,Supergoop!,22.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,deep,brown,combination,black,P470255,Supergoop!,22.0
3,1.0,0.647059023,17.0,1.9459101490553132,2.4849066497880004,deep,hazel,dry,brown,P470255,Supergoop!,22.0
5,1.0,0.93333298,15.0,0.6931471805599453,2.70805020110221,fair,brown,oily,brown,P470255,Supergoop!,22.0
5,1.0,1.0,8.0,0.0,2.1972245773362196,medium,brown,normal,brown,P470255,Supergoop!,22.0
5,1.0,0.0,4.0,1.6094379124341003,0.0,lightMedium,brown,combination,brown,P470255,Supergoop!,22.0
4,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,lightMedium,brown,oily,brown,P470255,Supergoop!,22.0
5,1.0,1.0,5.0,0.0,1.791759469228055,rich,brown,oily,black,P470255,Supergoop!,22.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,fair,green,combination,brown,P470255,Supergoop!,22.0
4,1.0,1.0,6.0,0.0,1.9459101490553132,tan,brown,oily,brown,P470255,Supergoop!,22.0
5,1.0,1.0,12.0,0.0,2.5649493574615367,tan,brown,normal,black,P470255,Supergoop!,22.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,tan,brown,combination,black,P470255,Supergoop!,22.0
2,0.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,fair,blue,dry,brown,P470255,Supergoop!,22.0
5,1.0,1.0,10.0,0.0,2.3978952727983707,tan,brown,combination,black,P470255,Supergoop!,22.0
2,0.0,0.952381015,21.0,0.6931471805599453,3.044522437723423,fair,hazel,combination,brown,P470255,Supergoop!,22.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,lightMedium,brown,oily,black,P470255,Supergoop!,22.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,hazel,combination,brown,P470255,Supergoop!,22.0
5,1.0,1.0,10.0,0.0,2.3978952727983707,fair,brown,dry,auburn,P470255,Supergoop!,22.0
2,0.0,0.219512001,41.0,3.4965075614664802,2.302585092994046,fair,brown,normal,black,P470255,Supergoop!,22.0
3,1.0,0.666666985,15.0,1.791759469228055,2.3978952727983707,mediumTan,brown,combination,brown,P470255,Supergoop!,22.0
5,1.0,1.0,8.0,0.0,2.1972245773362196,medium,brown,combination,brown,P470255,Supergoop!,22.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,brown,combination,brown,P470255,Supergoop!,22.0
5,1.0,0.909090996,11.0,0.6931471805599453,2.3978952727983707,deep,brown,oily,black,P470255,Supergoop!,22.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,deep,brown,combination,black,P470255,Supergoop!,22.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,light,brown,combination,black,P470255,Supergoop!,22.0
5,1.0,0.25,4.0,1.3862943611198906,0.6931471805599453,light,brown,combination,brown,P470255,Supergoop!,22.0
5,1.0,0.899999976,30.0,1.3862943611198906,3.332204510175204,tan,brown,combination,brown,P470255,Supergoop!,22.0
5,1.0,0.814814985,27.0,1.791759469228055,3.1354942159291497,lightMedium,brown,combination,brown,P470255,Supergoop!,22.0
4,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,light,brown,dry,brown,P442563,The Ordinary,9.5
5,1.0,1.0,13.0,0.0,2.6390573296152584,fair,brown,dry,brown,P442563,The Ordinary,9.5
3,1.0,0.800000012,15.0,1.3862943611198906,2.5649493574615367,fairLight,blue,combination,red,P442563,The Ordinary,9.5
5,1.0,0.833333015,30.0,1.791759469228055,3.258096538021482,fair,blue,dry,blonde,P442563,The Ordinary,9.5
4,1.0,1.0,4.0,0.0,1.6094379124341003,fair,Grey,normal,brown,P442563,The Ordinary,9.5
4,1.0,0.714286029,14.0,1.6094379124341003,2.3978952727983707,mediumTan,hazel,combination,black,P442563,The Ordinary,9.5
5,1.0,0.25,4.0,1.3862943611198906,0.6931471805599453,lightMedium,hazel,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.571429014,7.0,1.3862943611198906,1.6094379124341003,light,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,medium,blue,normal,blonde,P442563,The Ordinary,9.5
5,1.0,0.666666985,9.0,1.3862943611198906,1.9459101490553132,light,Grey,combination,brown,P442563,The Ordinary,9.5
4,1.0,0.923076987,13.0,0.6931471805599453,2.5649493574615367,fairLight,brown,dry,brown,P442563,The Ordinary,9.5
3,0.0,0.222222,9.0,2.0794415416798357,1.0986122886681098,lightMedium,green,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,lightMedium,brown,dry,brown,P442563,The Ordinary,9.5
5,1.0,1.0,9.0,0.0,2.302585092994046,fair,brown,oily,blonde,P442563,The Ordinary,9.5
5,1.0,1.0,12.0,0.0,2.5649493574615367,medium,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.875,16.0,1.0986122886681098,2.70805020110221,light,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,green,dry,blonde,P442563,The Ordinary,9.5
5,1.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,light,green,oily,brown,P442563,The Ordinary,9.5
5,1.0,1.0,12.0,0.0,2.5649493574615367,rich,brown,normal,black,P442563,The Ordinary,9.5
4,1.0,1.0,7.0,0.0,2.0794415416798357,fairLight,green,dry,brown,P442563,The Ordinary,9.5
2,0.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,fairLight,blue,combination,blonde,P442563,The Ordinary,9.5
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,medium,brown,oily,black,P442563,The Ordinary,9.5
5,1.0,0.733332992,15.0,1.6094379124341003,2.4849066497880004,medium,brown,oily,brown,P442563,The Ordinary,9.5
4,1.0,0.699999988,10.0,1.3862943611198906,2.0794415416798357,light,hazel,combination,brown,P442563,The Ordinary,9.5
4,1.0,0.964286029,28.0,0.6931471805599453,3.332204510175204,light,brown,combination,black,P442563,The Ordinary,9.5
5,1.0,1.0,9.0,0.0,2.302585092994046,lightMedium,green,combination,brown,P442563,The Ordinary,9.5
4,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,medium,brown,oily,black,P442563,The Ordinary,9.5
5,1.0,1.0,11.0,0.0,2.4849066497880004,lightMedium,green,normal,blonde,P442563,The Ordinary,9.5
5,1.0,0.9375,16.0,0.6931471805599453,2.772588722239781,lightMedium,brown,oily,brown,P442563,The Ordinary,9.5
5,1.0,1.0,13.0,0.0,2.6390573296152584,fair,blue,normal,blonde,P442563,The Ordinary,9.5
5,1.0,0.882353008,17.0,1.0986122886681098,2.772588722239781,fair,green,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.388889015,18.0,2.4849066497880004,2.0794415416798357,lightMedium,brown,combination,black,P442563,The Ordinary,9.5
5,1.0,0.916666985,12.0,0.6931471805599453,2.4849066497880004,lightMedium,blue,combination,blonde,P442563,The Ordinary,9.5
4,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,light,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.588235021,17.0,2.0794415416798357,2.3978952727983707,deep,brown,combination,auburn,P442563,The Ordinary,9.5
5,1.0,1.0,16.0,0.0,2.833213344056216,fair,hazel,normal,blonde,P442563,The Ordinary,9.5
4,1.0,0.727272987,33.0,2.302585092994046,3.2188758248682006,light,brown,oily,brown,P442563,The Ordinary,9.5
5,1.0,1.0,17.0,0.0,2.8903717578961645,light,brown,oily,brown,P442563,The Ordinary,9.5
1,0.0,0.81666702,113.72000000000116,3.1354942159291497,4.59511985013459,light,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.928570986,14.0,0.6931471805599453,2.6390573296152584,medium,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.5,14.0,2.0794415416798357,2.0794415416798357,fair,brown,combination,brown,P442563,The Ordinary,9.5
4,1.0,1.0,28.0,0.0,3.367295829986474,fair,green,combination,brown,P442563,The Ordinary,9.5
4,1.0,0.899999976,20.0,1.0986122886681098,2.9444389791664403,light,brown,normal,black,P442563,The Ordinary,9.5
2,0.0,0.840909004,44.0,2.0794415416798357,3.6375861597263857,light,hazel,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.833333015,12.0,1.0986122886681098,2.3978952727983707,lightMedium,brown,normal,brown,P442563,The Ordinary,9.5
4,1.0,0.666666985,12.0,1.6094379124341003,2.1972245773362196,rich,brown,combination,black,P442563,The Ordinary,9.5
5,1.0,1.0,9.0,0.0,2.302585092994046,light,blue,combination,blonde,P442563,The Ordinary,9.5
5,1.0,0.928570986,14.0,0.6931471805599453,2.6390573296152584,fairLight,brown,combination,blonde,P442563,The Ordinary,9.5
3,1.0,0.0666667,15.0,2.70805020110221,0.6931471805599453,lightMedium,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.966666996,30.0,0.6931471805599453,3.4011973816621555,lightMedium,brown,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.871794999,39.0,1.791759469228055,3.5553480614894135,fair,brown,combination,black,P442563,The Ordinary,9.5
5,1.0,0.79310298,29.0,1.9459101490553132,3.1780538303479458,mediumTan,blue,normal,blonde,P442563,The Ordinary,9.5
5,1.0,0.899999976,20.0,1.0986122886681098,2.9444389791664403,medium,brown,normal,brown,P442563,The Ordinary,9.5
5,1.0,0.818181992,11.0,1.0986122886681098,2.302585092994046,light,brown,combination,auburn,P442563,The Ordinary,9.5
5,1.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,medium,hazel,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.707316995,41.0,2.5649493574615367,3.4011973816621555,light,brown,oily,black,P442563,The Ordinary,9.5
5,1.0,0.890411019,73.0,2.1972245773362196,4.189654742026425,deep,brown,oily,brown,P442563,The Ordinary,9.5
5,1.0,1.0,8.0,0.0,2.1972245773362196,lightMedium,brown,oily,blonde,P442563,The Ordinary,9.5
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,fair,green,oily,blonde,P442563,The Ordinary,9.5
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,blue,oily,red,P442563,The Ordinary,9.5
5,1.0,0.875,8.0,0.6931471805599453,2.0794415416798357,light,hazel,combination,brown,P442563,The Ordinary,9.5
5,1.0,0.75,8.0,1.0986122886681098,1.9459101490553132,deep,brown,normal,black,P442563,The Ordinary,9.5
5,1.0,0.92592603,54.0,1.6094379124341003,3.9318256327243257,light,hazel,combination,brown,P442563,The Ordinary,9.5
5,1.0,1.0,6.0,0.0,1.9459101490553132,deep,brown,dry,black,P442563,The Ordinary,9.5
4,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,lightMedium,brown,normal,auburn,P442563,The Ordinary,9.5
2,0.0,0.176470995,17.0,2.70805020110221,1.3862943611198906,lightMedium,brown,oily,brown,P442563,The Ordinary,9.5
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,lightMedium,brown,dry,black,P442563,The Ordinary,9.5
5,1.0,0.833333015,12.0,1.0986122886681098,2.3978952727983707,fairLight,green,dry,auburn,P442563,The Ordinary,9.5
5,1.0,0.740741014,27.0,2.0794415416798357,3.044522437723423,light,brown,dry,black,P442563,The Ordinary,9.5
5,1.0,0.5,10.0,1.791759469228055,1.791759469228055,fairLight,blue,combination,black,P442563,The Ordinary,9.5
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,fair,blue,combination,blonde,P232903,Kate Somerville,28.0
5,1.0,0.666666985,15.0,1.791759469228055,2.3978952727983707,lightMedium,brown,combination,brown,P232903,Kate Somerville,28.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,green,combination,red,P232903,Kate Somerville,28.0
1,0.0,0.699999988,10.0,1.3862943611198906,2.0794415416798357,mediumTan,brown,dry,brown,P232903,Kate Somerville,28.0
5,1.0,0.941175997,34.0,1.0986122886681098,3.4965075614664802,fair,brown,normal,brown,P232903,Kate Somerville,28.0
